geneName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
EHHADH,670.1081918178292,-1.040153027751351,0.08375213199601711,-12.419421487691995,2.0503877341237382e-35,2.6316365543366246e-34
RAD21,23173.374367282206,1.0482574830449143,0.0844058908762817,12.41924553087654,2.0549020245333283e-35,2.6366936482996378e-34
GATA4,61.85695917343549,4.678805944336042,0.3767585280858219,12.418580060038497,2.072064610108242e-35,2.6579727120111954e-34
AC015912.3,26.95386271507272,1.9514943634095074,0.15715651758435764,12.417521038298617,2.0996710737668484e-35,2.6926331952134873e-34
CYP21A1P,201.46595122027446,2.212418796265722,0.17822258411593134,12.413795968902425,2.199711352209539e-35,2.8201380353857803e-34
B4GALT6,240.12122097567647,-1.162140629780449,0.09364180838181853,-12.410488967085028,2.292484598913204e-35,2.9382576119422567e-34
PTCH1,574.3765368238032,-1.3886273890267813,0.11189391978866799,-12.410213098705064,2.3003971448758588e-35,2.9475763974367765e-34
KCNK1,1712.558020800206,1.9243426978577995,0.15507380950600205,12.409205035898205,2.329542171615207e-35,2.984088288621622e-34
DLX5,126.95437268965121,2.2904071259077923,0.18465655448453575,12.403605884997734,2.4982305982726676e-35,3.198389845678163e-34
SUSD3,3250.1847717655364,2.1127522319732845,0.17035034383376169,12.402394878844728,2.5362820238574136e-35,3.246200651661204e-34
AC008764.2,82.77154073814782,-1.0655279495387955,0.0859336510147171,-12.39942603342097,2.632021055712314e-35,3.3677989117157036e-34
CDHR2,34.11524937149524,1.6160434139644217,0.1303549583956201,12.39725311452917,2.7043609833361745e-35,3.458434125250547e-34
FBXO40,3.277944550221765,-2.907884344673514,0.23461383674944974,-12.39434291242984,2.8043498758484063e-35,3.5853051043593085e-34
ZBED3-AS1,105.7079395774689,-1.1371298222249764,0.09176298941053818,-12.392031139456176,2.8863887575464487e-35,3.688136641981234e-34
RN7SL3,25.55946650514768,2.949077267808172,0.23804331410195637,12.388826289593046,3.004078934785404e-35,3.8339291837437798e-34
PCDHGA3,48.834312690560004,-1.6543261171298167,0.1335790839431272,-12.384619420164347,3.165831295593206e-35,4.0362151745565464e-34
DHRS13,223.1861467352893,1.187149136340199,0.09588328677008422,12.381189426545523,3.304094479466695e-35,4.210153462279385e-34
IRX6,159.1642771296916,-2.42200107665489,0.19570063163130866,-12.37605140292972,3.522510403610943e-35,4.4847309471867295e-34
FANCB,122.97550295590037,1.2113058101072864,0.09789344556136963,12.373717189757265,3.6264194154395895e-35,4.615744423925506e-34
ENO2,2803.3531234417715,1.533502133340303,0.12394201282269683,12.372738657504527,3.6708801670622716e-35,4.669745980941848e-34
