geneName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
PROKR2,6.420918059818589,-2.3172993453698156,0.7041482202539053,-3.290925516412201,0.000998583496196033,0.03519213863483412
BPI,41.38555306179177,-2.820433168963235,0.553383687947756,-5.096704565728918,3.456170584409866e-07,0.00019509779776135413
RENBP,469.62095552210843,1.126842041185157,0.23128697511837673,4.872051444351414,1.104453994791972e-06,0.00047382548981901986
PCDH11X,30.50473032739837,-2.0061436979559786,0.617776038909339,-3.2473640471678897,0.0011647929729493968,0.0373767666331485
SGCG,67.99711823740054,-2.4712006900711656,0.5018819761119911,-4.923868175572291,8.485000674010254e-07,0.00037399093381774507
CA2,2339.8536656316755,-1.2712328846765517,0.38250658636988843,-3.3234274388343588,0.0008891855214590502,0.03307564547799584
CALB1,16.457772701021423,-1.2871387767472837,0.3383725535640915,-3.8039101079263076,0.00014242988345901405,0.010535227425694795
DKK4,6.071900924761324,-1.61514701222264,0.505089679222163,-3.1977430517090806,0.001385076349091234,0.04092438582447888
FCER2,56.934879485680256,-2.215016364561497,0.5515761081519595,-4.015794614423834,5.924583555489317e-05,0.006400647769270759
CASP14,854.6510061442485,2.874901431588809,0.7905013999703852,3.636807514441483,0.00027603804948280825,0.016045399376796287
GRIN2D,210.76922849407086,1.1943974253992078,0.2857466693924429,4.179917225067736,2.9161522396327965e-05,0.003916400927371899
SYNGR4,14.129711269755457,1.212139442752435,0.3566090845886012,3.3990705653245166,0.000676152688418047,0.027608661337408323
UPK1A,33.51603385456803,-2.2393966801478835,0.479142014357749,-4.67376396359149,2.957291900627183e-06,0.0009149406172555792
TFPI2,657.5221395119198,-1.7915814242203787,0.47109243050323285,-3.8030358974491825,0.00014293363445038438,0.010548239958888917
ADAP1,193.6259201664024,1.127979385259787,0.2809910934163372,4.014288750385726,5.9625317728898454e-05,0.006400647769270759
TSPAN12,836.4993364329601,1.1321081874711243,0.2840069065429628,3.986199495116384,6.714006699640068e-05,0.006818201089341335
CCL24,30.272518745622897,-1.9435172343295604,0.5638549687585415,-3.446838889455329,0.000567186711260536,0.02489740739634244
CSF3,10.83558259246418,-2.136777153201885,0.6546475466227865,-3.264011549764677,0.0010984668744200966,0.03661624272987796
RNF43,785.5911114002859,1.1694599983685185,0.2851248026185859,4.101572320710787,4.1035220849798e-05,0.004854225242879046
SLC6A4,988.1742165614576,-3.0484175381838483,0.5888616665214929,-5.176797389769613,2.2572711973892198e-07,0.00014525991609439106
ASIC2,33.44370167821086,-2.2813120157269426,0.5458922770322231,-4.179051640241982,2.9272721770811897e-05,0.003916400927371899
UCP1,28.36790711176237,-2.2944184559811918,0.5763223503969718,-3.981137386743361,6.85862906033161e-05,0.006855554366641735
B3GAT1,118.48049618880907,-1.6136419882073259,0.4416945050436483,-3.653298761432102,0.00025889270441435615,0.01545478971657945
CCKBR,25.03346874433186,-4.313392345555908,0.761033569924523,-5.6678082492257165,1.4463569637959637e-08,1.7236289506332938e-05
CALCA,3.607644096311193,-2.593884684159023,0.8022000744584683,-3.233463529544105,0.001222989502892622,0.038353713689154974
SOX6,312.76010751819985,-1.8376094590668823,0.4076294708275783,-4.508038771917367,6.542962146655868e-06,0.0014825799297943608
CUX2,108.3595153873002,-1.933333134746219,0.5151625475188845,-3.7528604205750193,0.0001748282091876458,0.012013605703970275
ART4,31.323316182828336,-1.7415480052766286,0.4092220522346196,-4.255753070409181,2.083465517449763e-05,0.0031508296816808844
RBM24,589.276515878468,-1.599840067727022,0.4658212912047441,-3.434450287983592,0.0005937569688285035,0.02551243534179048
TREML2,30.808552580935864,-1.79604184601363,0.42310311411689655,-4.244927030996545,2.186645664837406e-05,0.00325729217184298
CCR6,7.977575525451812,-2.029685549083644,0.5064653447633559,-4.007550704248101,6.135169289430667e-05,0.0064313612807704295
LRRC31,367.63422826471566,-2.1731149908206184,0.5938130888836953,-3.659594292382205,0.0002526148783024007,0.015278451737327154
PEX5L,79.72017526343697,-1.19371170258253,0.38103521577066646,-3.132812016254657,0.0017314029287806107,0.046117235626196136
GRB14,446.2182523505628,-2.118798348956703,0.4583624904117909,-4.622538696508922,3.790720699779249e-06,0.0010424805917615138
KISS1R,67.45248154884419,1.9345140860628625,0.547077391370069,3.5360885252782555,0.000406098585662639,0.02028469707623787
TNR,52.36016860173861,-1.5167919900291422,0.37379855158678377,-4.057779206447762,4.954157140893732e-05,0.005652658161893501
